Time: 2026-05-14 11:13:16
Log Dir: logs/2026-05-14_11-13-16/GeFL_GAN_DDPM
================================================================================

==============================        Args        ==============================
  exp_timestamp: None
  exp_conf: ./configs/het-iid-exp.yaml
  device: cuda:1
  seed: 15698
  algorithm: GeFL_GAN_DDPM
  num_new_clients: 1
  num_train_mnist: 10
  num_train_emnist: 10
  num_train_fashionmnist: 0
  num_train_cifar10: 10
  num_train_cifar100: 0
  num_train_usps: 0
================================================================================
==============================    Exp Configs     ==============================
exp_name: model-heterogeneity
heterogeneous: true
dirichlet_alpha: 100
global_rounds: 30
local_epochs: 1
local_loss_fn: CrossEntropyLoss
local_optim: Adam
local_lr: 0.001
batch_size: 64
sample_frac: 1.0
test_interval: 1
metric_type: accuracy
global_feature_dim: 256
optim: Adam
optim_lr: 0.001
global_gen_epochs: 10
gen_noise_dim: 128
gen_optim: Adam
gen_optim_lr: 0.001
global_feat_gen_epochs: 10
feat_gen_noise_dim: 128
feat_gen_optim: Adam
feat_gen_optim_lr: 0.001
feat_gen_div_beta: 1.0
public_data_ratio: 0.05
start_mapping_epoch: 1
gen_observer_weight: 1.0
index_matching: class_name
aggregate_method: dataset_name
use_new_entropy_method: true
entropy_ratio: 0.85
global_model_epochs: 5
global_model_optim: Adam
global_model_optim_lr: 0.0001
global_samples_per_class: 64

================================================================================

==================================================
Start 30 rounds training by GeFL_GAN_DDPM
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 1 ---
Client 0 (MNIST) | Target Loss: 0.9830 | G Loss: 3.2714, D Loss: 0.2159 | DDPM Loss: 0.2102
Client 28 (CIFAR10) | Target Loss: 1.8474 | G Loss: 2.8683, D Loss: 0.4037 | DDPM Loss: 0.1870
Client 29 (CIFAR10) | Target Loss: 1.7823 | G Loss: 2.9104, D Loss: 0.3873 | DDPM Loss: 0.1790
Client 30 (CIFAR10) | Target Loss: 2.0913 | G Loss: 2.8694, D Loss: 0.4008 | DDPM Loss: 0.1890
Client 31 (CIFAR10) | Target Loss: 1.9898 | G Loss: 3.0056, D Loss: 0.3867 | DDPM Loss: 0.1833
Round 2 | Client 0 | Model: (MLP) | Acc: 87.24%
Round 2 | Client 1 | Model: (CNN) | Acc: 56.81%
Round 2 | Client 2 | Model: (ResNet8) | Acc: 80.07%
Round 2 | Client 3 | Model: (ResNet18) | Acc: 88.35%
Round 2 | Client 4 | Model: (MobileNetV2) | Acc: 85.97%
Round 2 | Client 5 | Model: (MobileNetV3) | Acc: 63.43%
Round 2 | Client 6 | Model: (LeNet) | Acc: 93.76%
Round 2 | Client 7 | Model: (AlexNet) | Acc: 94.11%
Round 2 | Client 8 | Model: (ShuffleNet) | Acc: 56.01%
Round 2 | Client 9 | Model: (SqueezeNet) | Acc: 81.97%
Round 2 | Client 11 | Model: (MLP) | Acc: 77.40%
Round 2 | Client 12 | Model: (CNN) | Acc: 78.21%
Round 2 | Client 13 | Model: (ResNet8) | Acc: 82.96%
Round 2 | Client 14 | Model: (ResNet18) | Acc: 82.75%
Round 2 | Client 15 | Model: (MobileNetV2) | Acc: 78.56%
Round 2 | Client 16 | Model: (MobileNetV3) | Acc: 62.01%
Round 2 | Client 17 | Model: (LeNet) | Acc: 81.84%
Round 2 | Client 18 | Model: (AlexNet) | Acc: 82.68%
Round 2 | Client 19 | Model: (ShuffleNet) | Acc: 76.94%
Round 2 | Client 20 | Model: (SqueezeNet) | Acc: 73.81%
Round 2 | Client 22 | Model: (MLP) | Acc: 37.29%
Round 2 | Client 23 | Model: (CNN) | Acc: 37.69%
Round 2 | Client 24 | Model: (ResNet8) | Acc: 39.72%
Round 2 | Client 25 | Model: (ResNet18) | Acc: 35.74%
Round 2 | Client 26 | Model: (MobileNetV2) | Acc: 26.86%
Round 2 | Client 27 | Model: (MobileNetV3) | Acc: 32.19%
Round 2 | Client 28 | Model: (LeNet) | Acc: 33.55%
Round 2 | Client 29 | Model: (AlexNet) | Acc: 33.73%
Round 2 | Client 30 | Model: (ShuffleNet) | Acc: 22.70%
Round 2 | Client 31 | Model: (SqueezeNet) | Acc: 22.81%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 3 ---
Client 0 (MNIST) | Target Loss: 0.3167 | G Loss: 1.9055, D Loss: 0.5088 | DDPM Loss: 0.0473
Client 1 (MNIST) | Target Loss: 0.2019 | G Loss: 1.9071, D Loss: 0.4881 | DDPM Loss: 0.0448
Client 2 (MNIST) | Target Loss: 0.1192 | G Loss: 1.8240, D Loss: 0.5025 | DDPM Loss: 0.0478
Client 3 (MNIST) | Target Loss: 0.1623 | G Loss: 1.8673, D Loss: 0.4900 | DDPM Loss: 0.0485
Client 4 (MNIST) | Target Loss: 0.3569 | G Loss: 1.8752, D Loss: 0.5106 | DDPM Loss: 0.0459
Client 5 (MNIST) | Target Loss: 1.0457 | G Loss: 1.8708, D Loss: 0.5052 | DDPM Loss: 0.0489
Client 6 (MNIST) | Target Loss: 0.2083 | G Loss: 1.8239, D Loss: 0.5114 | DDPM Loss: 0.0467
Client 7 (MNIST) | Target Loss: 0.1440 | G Loss: 1.8105, D Loss: 0.5152 | DDPM Loss: 0.0470
Client 8 (MNIST) | Target Loss: 1.2325 | G Loss: 1.9137, D Loss: 0.4917 | DDPM Loss: 0.0465
Client 9 (MNIST) | Target Loss: 0.3624 | G Loss: 1.8672, D Loss: 0.5000 | DDPM Loss: 0.0466
Client 11 (EMNIST) | Target Loss: 0.6436 | G Loss: 1.9398, D Loss: 0.3741 | DDPM Loss: 0.0215
Client 12 (EMNIST) | Target Loss: 0.5768 | G Loss: 1.9874, D Loss: 0.3594 | DDPM Loss: 0.0218
Client 13 (EMNIST) | Target Loss: 0.4514 | G Loss: 1.9952, D Loss: 0.3625 | DDPM Loss: 0.0213
Client 14 (EMNIST) | Target Loss: 0.4195 | G Loss: 2.0099, D Loss: 0.3622 | DDPM Loss: 0.0213
Client 15 (EMNIST) | Target Loss: 0.6290 | G Loss: 1.9594, D Loss: 0.3690 | DDPM Loss: 0.0221
Client 16 (EMNIST) | Target Loss: 1.0197 | G Loss: 1.9652, D Loss: 0.3681 | DDPM Loss: 0.0214
Client 17 (EMNIST) | Target Loss: 0.5196 | G Loss: 1.9353, D Loss: 0.3727 | DDPM Loss: 0.0216
Client 18 (EMNIST) | Target Loss: 0.4312 | G Loss: 1.9486, D Loss: 0.3738 | DDPM Loss: 0.0217
Client 19 (EMNIST) | Target Loss: 0.6740 | G Loss: 1.9358, D Loss: 0.3759 | DDPM Loss: 0.0215
Client 20 (EMNIST) | Target Loss: 0.7096 | G Loss: 1.9903, D Loss: 0.3631 | DDPM Loss: 0.0216
Client 22 (CIFAR10) | Target Loss: 1.6382 | G Loss: 2.4866, D Loss: 0.4608 | DDPM Loss: 0.0911
Client 23 (CIFAR10) | Target Loss: 1.4894 | G Loss: 2.3107, D Loss: 0.4878 | DDPM Loss: 0.0880
Client 24 (CIFAR10) | Target Loss: 1.4294 | G Loss: 2.5805, D Loss: 0.4503 | DDPM Loss: 0.0893
Client 25 (CIFAR10) | Target Loss: 1.6285 | G Loss: 2.2654, D Loss: 0.4936 | DDPM Loss: 0.0878
Client 26 (CIFAR10) | Target Loss: 1.8550 | G Loss: 2.7009, D Loss: 0.4151 | DDPM Loss: 0.0895
Client 27 (CIFAR10) | Target Loss: 1.6706 | G Loss: 2.5385, D Loss: 0.4424 | DDPM Loss: 0.0893
Client 28 (CIFAR10) | Target Loss: 1.7215 | G Loss: 2.5181, D Loss: 0.4491 | DDPM Loss: 0.0907
Client 29 (CIFAR10) | Target Loss: 1.6526 | G Loss: 2.7279, D Loss: 0.4279 | DDPM Loss: 0.0882
Client 30 (CIFAR10) | Target Loss: 1.9939 | G Loss: 2.4360, D Loss: 0.4719 | DDPM Loss: 0.0883
Client 31 (CIFAR10) | Target Loss: 1.8819 | G Loss: 2.5958, D Loss: 0.4389 | DDPM Loss: 0.0914
Round 3 | Client 0 | Model: (MLP) | Acc: 89.53%
Round 3 | Client 1 | Model: (CNN) | Acc: 91.58%
Round 3 | Client 2 | Model: (ResNet8) | Acc: 88.90%
Round 3 | Client 3 | Model: (ResNet18) | Acc: 97.29%
Round 3 | Client 4 | Model: (MobileNetV2) | Acc: 90.15%
Round 3 | Client 5 | Model: (MobileNetV3) | Acc: 57.08%
Round 3 | Client 6 | Model: (LeNet) | Acc: 95.30%
Round 3 | Client 7 | Model: (AlexNet) | Acc: 95.89%
Round 3 | Client 8 | Model: (ShuffleNet) | Acc: 59.91%
Round 3 | Client 9 | Model: (SqueezeNet) | Acc: 91.69%
Round 3 | Client 11 | Model: (MLP) | Acc: 77.51%
Round 3 | Client 12 | Model: (CNN) | Acc: 76.70%
Round 3 | Client 13 | Model: (ResNet8) | Acc: 84.54%
Round 3 | Client 14 | Model: (ResNet18) | Acc: 84.57%
Round 3 | Client 15 | Model: (MobileNetV2) | Acc: 80.10%
Round 3 | Client 16 | Model: (MobileNetV3) | Acc: 63.39%
Round 3 | Client 17 | Model: (LeNet) | Acc: 82.32%
Round 3 | Client 18 | Model: (AlexNet) | Acc: 84.46%
Round 3 | Client 19 | Model: (ShuffleNet) | Acc: 78.98%
Round 3 | Client 20 | Model: (SqueezeNet) | Acc: 74.00%
Round 3 | Client 22 | Model: (MLP) | Acc: 41.61%
Round 3 | Client 23 | Model: (CNN) | Acc: 47.47%
Round 3 | Client 24 | Model: (ResNet8) | Acc: 39.94%
Round 3 | Client 25 | Model: (ResNet18) | Acc: 41.62%
Round 3 | Client 26 | Model: (MobileNetV2) | Acc: 29.49%
Round 3 | Client 27 | Model: (MobileNetV3) | Acc: 36.37%
Round 3 | Client 28 | Model: (LeNet) | Acc: 36.52%
Round 3 | Client 29 | Model: (AlexNet) | Acc: 37.30%
Round 3 | Client 30 | Model: (ShuffleNet) | Acc: 26.75%
Round 3 | Client 31 | Model: (SqueezeNet) | Acc: 27.75%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 4 ---
Client 0 (MNIST) | Target Loss: 0.2749 | G Loss: 1.4884, D Loss: 0.5042 | DDPM Loss: 0.0346
Client 1 (MNIST) | Target Loss: 0.1441 | G Loss: 1.5357, D Loss: 0.4870 | DDPM Loss: 0.0352
Client 2 (MNIST) | Target Loss: 0.0685 | G Loss: 1.5693, D Loss: 0.4736 | DDPM Loss: 0.0366
Client 3 (MNIST) | Target Loss: 0.0628 | G Loss: 1.5592, D Loss: 0.4759 | DDPM Loss: 0.0358
Client 4 (MNIST) | Target Loss: 0.2753 | G Loss: 1.5345, D Loss: 0.4799 | DDPM Loss: 0.0363
Client 5 (MNIST) | Target Loss: 0.8681 | G Loss: 1.5655, D Loss: 0.4809 | DDPM Loss: 0.0352
Client 6 (MNIST) | Target Loss: 0.1509 | G Loss: 1.5255, D Loss: 0.4931 | DDPM Loss: 0.0347
Client 7 (MNIST) | Target Loss: 0.0980 | G Loss: 1.4915, D Loss: 0.4938 | DDPM Loss: 0.0353
Client 8 (MNIST) | Target Loss: 1.2085 | G Loss: 1.5833, D Loss: 0.4847 | DDPM Loss: 0.0360
Client 9 (MNIST) | Target Loss: 0.3048 | G Loss: 1.5464, D Loss: 0.4828 | DDPM Loss: 0.0362
Client 11 (EMNIST) | Target Loss: 0.5872 | G Loss: 2.6300, D Loss: 0.2713 | DDPM Loss: 0.0173
Client 12 (EMNIST) | Target Loss: 0.5283 | G Loss: 2.6000, D Loss: 0.2617 | DDPM Loss: 0.0172
Client 13 (EMNIST) | Target Loss: 0.4170 | G Loss: 2.6463, D Loss: 0.2631 | DDPM Loss: 0.0173
Client 14 (EMNIST) | Target Loss: 0.3934 | G Loss: 2.6591, D Loss: 0.2589 | DDPM Loss: 0.0173
Client 15 (EMNIST) | Target Loss: 0.5862 | G Loss: 2.5874, D Loss: 0.2644 | DDPM Loss: 0.0173
Client 16 (EMNIST) | Target Loss: 0.8781 | G Loss: 2.6187, D Loss: 0.2602 | DDPM Loss: 0.0177
Client 17 (EMNIST) | Target Loss: 0.4796 | G Loss: 2.5948, D Loss: 0.2647 | DDPM Loss: 0.0173
Client 18 (EMNIST) | Target Loss: 0.3978 | G Loss: 2.6038, D Loss: 0.2548 | DDPM Loss: 0.0173
Client 19 (EMNIST) | Target Loss: 0.6097 | G Loss: 2.6330, D Loss: 0.2593 | DDPM Loss: 0.0174
Client 20 (EMNIST) | Target Loss: 0.6341 | G Loss: 2.5942, D Loss: 0.2628 | DDPM Loss: 0.0175
Client 22 (CIFAR10) | Target Loss: 1.4842 | G Loss: 2.8785, D Loss: 0.3931 | DDPM Loss: 0.0804
Client 23 (CIFAR10) | Target Loss: 1.3794 | G Loss: 2.8536, D Loss: 0.4052 | DDPM Loss: 0.0789
Client 24 (CIFAR10) | Target Loss: 1.3318 | G Loss: 2.9426, D Loss: 0.3770 | DDPM Loss: 0.0763
Client 25 (CIFAR10) | Target Loss: 1.5150 | G Loss: 2.9071, D Loss: 0.3970 | DDPM Loss: 0.0766
Client 26 (CIFAR10) | Target Loss: 1.7396 | G Loss: 2.8990, D Loss: 0.3910 | DDPM Loss: 0.0763
Client 27 (CIFAR10) | Target Loss: 1.6134 | G Loss: 2.8901, D Loss: 0.3915 | DDPM Loss: 0.0752
Client 28 (CIFAR10) | Target Loss: 1.6499 | G Loss: 2.9367, D Loss: 0.3875 | DDPM Loss: 0.0783
Client 29 (CIFAR10) | Target Loss: 1.5314 | G Loss: 3.0436, D Loss: 0.3632 | DDPM Loss: 0.0795
Client 30 (CIFAR10) | Target Loss: 1.8764 | G Loss: 2.9503, D Loss: 0.3850 | DDPM Loss: 0.0771
Client 31 (CIFAR10) | Target Loss: 1.8493 | G Loss: 2.9352, D Loss: 0.3732 | DDPM Loss: 0.0790
Round 4 | Client 0 | Model: (MLP) | Acc: 91.82%
Round 4 | Client 1 | Model: (CNN) | Acc: 87.15%
Round 4 | Client 2 | Model: (ResNet8) | Acc: 75.08%
Round 4 | Client 3 | Model: (ResNet18) | Acc: 97.17%
Round 4 | Client 4 | Model: (MobileNetV2) | Acc: 90.15%
Round 4 | Client 5 | Model: (MobileNetV3) | Acc: 69.45%
Round 4 | Client 6 | Model: (LeNet) | Acc: 96.39%
Round 4 | Client 7 | Model: (AlexNet) | Acc: 96.21%
Round 4 | Client 8 | Model: (ShuffleNet) | Acc: 60.69%
Round 4 | Client 9 | Model: (SqueezeNet) | Acc: 93.33%
Round 4 | Client 11 | Model: (MLP) | Acc: 79.38%
Round 4 | Client 12 | Model: (CNN) | Acc: 80.89%
Round 4 | Client 13 | Model: (ResNet8) | Acc: 85.32%
Round 4 | Client 14 | Model: (ResNet18) | Acc: 85.13%
Round 4 | Client 15 | Model: (MobileNetV2) | Acc: 80.86%
Round 4 | Client 16 | Model: (MobileNetV3) | Acc: 71.48%
Round 4 | Client 17 | Model: (LeNet) | Acc: 83.00%
Round 4 | Client 18 | Model: (AlexNet) | Acc: 84.64%
Round 4 | Client 19 | Model: (ShuffleNet) | Acc: 78.65%
Round 4 | Client 20 | Model: (SqueezeNet) | Acc: 79.23%
Round 4 | Client 22 | Model: (MLP) | Acc: 40.05%
Round 4 | Client 23 | Model: (CNN) | Acc: 44.84%
Round 4 | Client 24 | Model: (ResNet8) | Acc: 44.86%
Round 4 | Client 25 | Model: (ResNet18) | Acc: 42.06%
Round 4 | Client 26 | Model: (MobileNetV2) | Acc: 32.53%
Round 4 | Client 27 | Model: (MobileNetV3) | Acc: 35.62%
Round 4 | Client 28 | Model: (LeNet) | Acc: 35.86%
Round 4 | Client 29 | Model: (AlexNet) | Acc: 40.65%
Round 4 | Client 30 | Model: (ShuffleNet) | Acc: 31.14%
Round 4 | Client 31 | Model: (SqueezeNet) | Acc: 27.19%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 5 ---
Client 0 (MNIST) | Target Loss: 0.2320 | G Loss: 1.4642, D Loss: 0.4769 | DDPM Loss: 0.0306
Client 1 (MNIST) | Target Loss: 0.1198 | G Loss: 1.4528, D Loss: 0.4774 | DDPM Loss: 0.0307
Client 2 (MNIST) | Target Loss: 0.0707 | G Loss: 1.4930, D Loss: 0.4664 | DDPM Loss: 0.0302
Client 3 (MNIST) | Target Loss: 0.0505 | G Loss: 1.4365, D Loss: 0.4865 | DDPM Loss: 0.0315
Client 4 (MNIST) | Target Loss: 0.2348 | G Loss: 1.5006, D Loss: 0.4670 | DDPM Loss: 0.0315
